timestamp,RPM,TPS,Fuel Open Time,Ignition Angle,Barometer,MAP,Lambda,Pressure Type,Analog Input #1,Analog Input #2,Analog Input #3,Analog Input #4,Analog Input #5,Analog Input #6,Analog Input #7,Analog Input #8,Frequency 1,Frequency 2,Frequency 3,Frequency 4,Driven Avg Wheel Speed,Non-Driven Avg Wheel Speed,Ignition Compensation,Ignition Cut Percentage,Driven Wheel Speed #1,Driven Wheel Speed #2,Non-Driven Wheel Speed #1,Non-Driven Wheel Speed #2,Battery Volt,Air Temp,Coolant Temp,Temp Type
1721153749.2512126,2076.0,1.9,1.78,9.2,14.7,12.75,0.98,KPA,1.47,2.22,0.01,0.51,0.01,0.58,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,106.0,199.6,C
1721153749.261213,2076.0,1.9,1.78,9.2,14.7,12.75,0.98,KPA,1.5,2.22,0.01,0.51,0.01,0.58,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,106.0,199.6,C
1721153749.2712176,2076.0,1.9,1.78,9.2,14.7,12.75,0.98,KPA,1.5,2.22,0.01,0.51,0.01,0.58,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,106.0,199.6,C
1721153749.2812397,2076.0,1.9,1.78,9.2,14.7,12.75,0.98,KPA,1.5,2.22,0.01,0.51,0.01,0.58,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,106.0,199.6,C
1721153749.2818198,2076.0,1.9,1.78,9.2,14.7,12.75,0.98,KPA,1.5,2.22,0.01,0.51,0.01,0.58,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,106.0,199.6,C
1721153749.2912142,2014.0,1.9,1.77,9.2,14.7,12.75,0.98,KPA,1.5,2.22,0.01,0.51,0.01,0.58,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,106.0,199.6,C
1721153749.2918,2014.0,1.9,1.77,9.2,14.7,12.75,0.98,KPA,1.5,2.22,0.01,0.51,0.01,0.58,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,106.0,199.6,C
1721153749.3012147,2014.0,1.9,1.77,9.2,14.7,12.61,0.98,KPA,1.5,2.22,0.01,0.51,0.01,0.58,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,106.0,199.6,C
1721153749.3412178,2054.0,1.9,1.77,9.2,14.7,12.61,0.98,KPA,1.5,2.22,0.01,0.51,0.01,0.58,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,106.0,199.6,C
1721153749.3512099,2054.0,1.9,1.77,9.2,14.7,12.71,0.98,KPA,1.5,2.22,0.01,0.51,0.01,0.58,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,106.0,199.6,C
1721153749.3612094,2054.0,1.9,1.77,9.2,14.7,12.71,0.98,KPA,1.52,2.22,0.01,0.51,0.01,0.58,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,106.0,199.6,C
1721153749.3712387,2054.0,1.9,1.77,9.2,14.7,12.71,0.98,KPA,1.52,2.22,0.01,0.51,0.01,0.57,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,106.0,199.6,C
1721153749.3812304,2054.0,1.9,1.77,9.2,14.7,12.71,0.98,KPA,1.52,2.22,0.01,0.51,0.01,0.57,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,106.0,199.6,C
1721153749.3818064,2054.0,1.9,1.77,9.2,14.7,12.71,0.98,KPA,1.52,2.22,0.01,0.51,0.01,0.57,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,106.0,199.6,C
1721153749.3912053,2022.0,2.0,1.77,6.6,14.7,12.71,0.98,KPA,1.52,2.22,0.01,0.51,0.01,0.57,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,106.0,199.6,C
1721153749.3917909,2022.0,2.0,1.77,6.6,14.7,12.71,0.98,KPA,1.52,2.22,0.01,0.51,0.01,0.57,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,106.0,199.6,C
1721153749.4012163,2022.0,2.0,1.77,6.6,14.7,12.77,0.98,KPA,1.52,2.22,0.01,0.51,0.01,0.57,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,106.0,199.6,C
1721153749.4412262,1986.0,2.0,1.77,6.6,14.7,12.77,0.98,KPA,1.52,2.22,0.01,0.51,0.01,0.57,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,106.0,199.6,C
1721153749.4512181,1986.0,2.0,1.77,6.6,14.7,12.56,0.98,KPA,1.52,2.22,0.01,0.51,0.01,0.57,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,106.0,199.6,C
1721153749.4612103,1986.0,2.0,1.77,6.6,14.7,12.56,0.98,KPA,1.49,2.22,0.01,0.51,0.01,0.57,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,106.0,199.6,C
1721153749.4712272,1986.0,2.0,1.77,6.6,14.7,12.56,0.98,KPA,1.49,2.22,0.01,0.51,0.01,0.58,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,106.0,199.6,C
